Subdivision,Year,Month,Rainfall_mm
Bihar,1977,8,266.000
Bihar,1977,9,121.000
Bihar,1977,10,147.100
Bihar,1977,11,8.100
Bihar,1977,12,17.300
Bihar,1978,1,13.400
Bihar,1978,2,27.800
Bihar,1978,3,16.800
Bihar,1978,4,24.500
Bihar,1978,5,51.800
Bihar,1978,6,190.400
Bihar,1978,7,313.600
Bihar,1978,8,252.600
Bihar,1978,9,248.600
Bihar,1978,10,142.800
Bihar,1978,11,4.800
Bihar,1978,12,3.700
Bihar,1979,1,23.400
Bihar,1979,2,19.400
Bihar,1979,3,2.300
Bihar,1979,4,21.300
Bihar,1979,5,6.200
Bihar,1979,6,90.600
Bihar,1979,7,435.500
Bihar,1979,8,166.100
Bihar,1979,9,113.000
Bihar,1979,10,88.500
Bihar,1979,11,25.200
Bihar,1979,12,10.300
Bihar,1980,1,4.700
Bihar,1980,2,2.400
Bihar,1980,3,9.500
Bihar,1980,4,7.900
Bihar,1980,5,80.900
Bihar,1980,6,160.200
Bihar,1980,7,389.900
Bihar,1980,8,375.300
Bihar,1980,9,190.500
Bihar,1980,10,29.500
Bihar,1980,11,0.200
Bihar,1980,12,1.000
Bihar,1981,1,31.300
Bihar,1981,2,5.700
Bihar,1981,3,14.300
Bihar,1981,4,47.900
Bihar,1981,5,86.300
Bihar,1981,6,107.900
Bihar,1981,7,580.100
Bihar,1981,8,311.300
Bihar,1981,9,168.800
Bihar,1981,10,1.000
Bihar,1981,11,6.100
Bihar,1981,12,3.900
Bihar,1982,1,4.400
Bihar,1982,2,6.100
Bihar,1982,3,28.200
Bihar,1982,4,14.700
Bihar,1982,5,31.000
Bihar,1982,6,222.400
Bihar,1982,7,227.200
Bihar,1982,8,164.500
Bihar,1982,9,170.500
Bihar,1982,10,42.100
Bihar,1982,11,21.500
Bihar,1982,12,1.000
Bihar,1983,1,13.100
Bihar,1983,2,1.700
Bihar,1983,3,8.000
Bihar,1983,4,45.000
Bihar,1983,5,81.100
Bihar,1983,6,101.200
Bihar,1983,7,353.800
Bihar,1983,8,195.800
Bihar,1983,9,220.600
Bihar,1983,10,69.900
Bihar,1983,11,0.000
Bihar,1983,12,14.100
Bihar,1984,1,28.600
Bihar,1984,2,33.900
Bihar,1984,3,1.300
Bihar,1984,4,11.200
Bihar,1984,5,65.600
Bihar,1984,6,353.400
Bihar,1984,7,476.400
Bihar,1984,8,216.900
Bihar,1984,9,219.000
Bihar,1984,10,15.400
Bihar,1984,11,1.500
Bihar,1984,12,3.000
Bihar,1985,1,8.800
Bihar,1985,2,0.500
Bihar,1985,3,0.500
Bihar,1985,4,8.000
Bihar,1985,5,69.200
Bihar,1985,6,163.200
Bihar,1985,7,481.500
Bihar,1985,8,238.000
Bihar,1985,9,289.000
Bihar,1985,10,188.000
Bihar,1985,11,1.200
Bihar,1985,12,7.100
Bihar,1986,1,1.100
Bihar,1986,2,13.900
Bihar,1986,3,0.500
Bihar,1986,4,16.000
Bihar,1986,5,94.300
Bihar,1986,6,168.400
Bihar,1986,7,395.700
Bihar,1986,8,263.500
Bihar,1986,9,221.100
Bihar,1986,10,124.200
Bihar,1986,11,1.300
Bihar,1986,12,22.100
Bihar,1987,1,0.700
Bihar,1987,2,3.700
Bihar,1987,3,5.400
Bihar,1987,4,37.700
Bihar,1987,5,40.100
Bihar,1987,6,143.600
Bihar,1987,7,452.000
Bihar,1987,8,539.800
Bihar,1987,9,379.700
Bihar,1987,10,52.800
Bihar,1987,11,2.700
Bihar,1987,12,2.300
Bihar,1988,1,1.200
Bihar,1988,2,15.300
Bihar,1988,3,27.300
Bihar,1988,4,46.900
Bihar,1988,5,46.200
Bihar,1988,6,174.500
Bihar,1988,7,364.500
Bihar,1988,8,459.400
Bihar,1988,9,153.200
Bihar,1988,10,33.700
Bihar,1988,11,1.500
Bihar,1988,12,13.800
Bihar,1989,1,8.900
Bihar,1989,2,8.700
Bihar,1989,3,6.900
Bihar,1989,4,0.200
Bihar,1989,5,100.300
Bihar,1989,6,152.900
Bihar,1989,7,446.000
Bihar,1989,8,171.900
Bihar,1989,9,330.900
Bihar,1989,10,28.200
Bihar,1989,11,1.000
Bihar,1989,12,14.000
Bihar,1990,1,0.300
Bihar,1990,2,30.200
Bihar,1990,3,13.800
Bihar,1990,4,14.000
Bihar,1990,5,83.300
Bihar,1990,6,156.600
Bihar,1990,7,485.500
Bihar,1990,8,204.400
Bihar,1990,9,201.200
Bihar,1990,10,49.700
Bihar,1990,11,0.000
Bihar,1990,12,0.200
Bihar,1991,1,14.500
Bihar,1991,2,6.300
Bihar,1991,3,7.900
Bihar,1991,4,8.900
Bihar,1991,5,31.200
Bihar,1991,6,176.200
Bihar,1991,7,179.700
Bihar,1991,8,324.200
Bihar,1991,9,270.500
Bihar,1991,10,7.200
Bihar,1991,11,0.000
Bihar,1991,12,19.200
Bihar,1992,1,2.600
Bihar,1992,2,3.100
Bihar,1992,3,0.100
Bihar,1992,4,2.600
Bihar,1992,5,61.100
Bihar,1992,6,83.900
Bihar,1992,7,284.800
Bihar,1992,8,219.200
Bihar,1992,9,85.900
Bihar,1992,10,52.400
Bihar,1992,11,1.400
Bihar,1992,12,0.400
Bihar,1993,1,9.400
Bihar,1993,2,4.000
Bihar,1993,3,24.500
Bihar,1993,4,24.500
Bihar,1993,5,51.100
Bihar,1993,6,154.800
Bihar,1993,7,209.100
Bihar,1993,8,357.300
Bihar,1993,9,320.000
Bihar,1993,10,34.300
Bihar,1993,11,19.300
Bihar,1993,12,0.100
Bihar,1994,1,28.300
Bihar,1994,2,29.100
Bihar,1994,3,1.000
Bihar,1994,4,7.000
Bihar,1994,5,32.700
Bihar,1994,6,130.900
Bihar,1994,7,217.700
Bihar,1994,8,257.600
Bihar,1994,9,226.500
Bihar,1994,10,32.900
Bihar,1994,11,4.400
Bihar,1994,12,1.200
Bihar,1995,1,6.800
Bihar,1995,2,11.600
Bihar,1995,3,2.000
Bihar,1995,4,0.100
Bihar,1995,5,6.700
Bihar,1995,6,162.900
Bihar,1995,7,227.500
Bihar,1995,8,335.700
Bihar,1995,9,279.100
Bihar,1995,10,11.400
Bihar,1995,11,44.400
Bihar,1995,12,23.800
Bihar,1996,1,26.000
Bihar,1996,2,21.700
Bihar,1996,3,0.200
Bihar,1996,4,3.000
Bihar,1996,5,18.200
Bihar,1996,6,220.100
Bihar,1996,7,238.500
Bihar,1996,8,350.900
Bihar,1996,9,162.500
Bihar,1996,10,66.200
Bihar,1996,11,0.000
Bihar,1996,12,0.000
Bihar,1997,1,10.500
Bihar,1997,2,1.100
Bihar,1997,3,2.900
Bihar,1997,4,29.300
Bihar,1997,5,42.200
Bihar,1997,6,211.000
Bihar,1997,7,463.900
Bihar,1997,8,287.600
Bihar,1997,9,185.800
Bihar,1997,10,27.800
Bihar,1997,11,11.000
Bihar,1997,12,30.600
Bihar,1998,1,8.400
Bihar,1998,2,11.200
Bihar,1998,3,23.600
Bihar,1998,4,26.600
Bihar,1998,5,38.200
Bihar,1998,6,96.600
Bihar,1998,7,465.100
Bihar,1998,8,377.400
Bihar,1998,9,188.000
Bihar,1998,10,83.000
Bihar,1998,11,14.500
Bihar,1998,12,0.000
Bihar,1999,1,0.100
Bihar,1999,2,0.200
Bihar,1999,3,0.400
Bihar,1999,4,3.800
Bihar,1999,5,83.600
Bihar,1999,6,265.100
Bihar,1999,7,380.800
Bihar,1999,8,347.500
Bihar,1999,9,199.600
Bihar,1999,10,114.100
Bihar,1999,11,6.900
Bihar,1999,12,0.600
Bihar,2000,1,0.500
Bihar,2000,2,12.100
Bihar,2000,3,3.600
Bihar,2000,4,37.200
Bihar,2000,5,96.200
Bihar,2000,6,267.200
Bihar,2000,7,264.300
Bihar,2000,8,201.400
Bihar,2000,9,314.800
Bihar,2000,10,9.600
Bihar,2000,11,0.000
Bihar,2000,12,0.100
Bihar,2001,1,1.000
Bihar,2001,2,0.500
Bihar,2001,3,3.000
Bihar,2001,4,12.600
Bihar,2001,5,98.400
Bihar,2001,6,224.400
Bihar,2001,7,224.700
Bihar,2001,8,225.900
Bihar,2001,9,274.800
Bihar,2001,10,181.300
Bihar,2001,11,0.500
Bihar,2001,12,0.000
Bihar,2002,1,13.400
Bihar,2002,2,11.300
Bihar,2002,3,2.200
Bihar,2002,4,25.000
Bihar,2002,5,74.800
Bihar,2002,6,116.600
Bihar,2002,7,386.100
Bihar,2002,8,247.700
Bihar,2002,9,192.800
Bihar,2002,10,33.800
Bihar,2002,11,1.400
Bihar,2002,12,0.700
Bihar,2003,1,13.200
Bihar,2003,2,39.700
Bihar,2003,3,10.200
Bihar,2003,4,21.900
Bihar,2003,5,41.400
Bihar,2003,6,230.900
Bihar,2003,7,356.800
Bihar,2003,8,310.600
Bihar,2003,9,183.900
Bihar,2003,10,142.000
Bihar,2003,11,0.200
Bihar,2003,12,3.000
Bihar,2004,1,22.700
Bihar,2004,2,2.100
Bihar,2004,3,2.200
Bihar,2004,4,32.000
Bihar,2004,5,72.700
Bihar,2004,6,246.800
Bihar,2004,7,418.400
Bihar,2004,8,175.900
Bihar,2004,9,115.300
Bihar,2004,10,56.400
Bihar,2004,11,3.100
Bihar,2004,12,0.000
Bihar,2005,1,13.900
Bihar,2005,2,14.300
Bihar,2005,3,12.100
Bihar,2005,4,7.700
Bihar,2005,5,28.600
Bihar,2005,6,82.500
Bihar,2005,7,300.000
Bihar,2005,8,309.100
Bihar,2005,9,105.100
Bihar,2005,10,34.300
Bihar,2005,11,0.000
Bihar,2005,12,0.200
Bihar,2006,1,0.100
Bihar,2006,2,0.000
Bihar,2006,3,1.900
Bihar,2006,4,19.200
Bihar,2006,5,73.200
Bihar,2006,6,200.000
Bihar,2006,7,290.700
Bihar,2006,8,160.400
Bihar,2006,9,285.200
Bihar,2006,10,17.600
Bihar,2006,11,2.900
Bihar,2006,12,1.600
Bihar,2007,1,0.200
Bihar,2007,2,34.200
Bihar,2007,3,25.400
Bihar,2007,4,20.300
Bihar,2007,5,94.400
Bihar,2007,6,170.400
Bihar,2007,7,549.400
Bihar,2007,8,340.600
Bihar,2007,9,309.000
Bihar,2007,10,39.600
Bihar,2007,11,9.100
Bihar,2007,12,7.500
Bihar,2008,1,25.600
Bihar,2008,2,4.400
Bihar,2008,3,3.200
Bihar,2008,4,10.400
Bihar,2008,5,48.900
Bihar,2008,6,291.200
Bihar,2008,7,397.200
Bihar,2008,8,278.100
Bihar,2008,9,117.100
Bihar,2008,10,21.400
Bihar,2008,11,0.100
Bihar,2008,12,0.000
Bihar,2009,1,0.300
Bihar,2009,2,0.400
Bihar,2009,3,1.100
Bihar,2009,4,2.900
Bihar,2009,5,98.500
Bihar,2009,6,67.700
Bihar,2009,7,213.600
Bihar,2009,8,298.900
Bihar,2009,9,127.600
Bihar,2009,10,72.600
Bihar,2009,11,5.100
Bihar,2009,12,0.800
Bihar,2010,1,0.100
Bihar,2010,2,1.100
Bihar,2010,3,0.200
Bihar,2010,4,6.500
Bihar,2010,5,44.400
Bihar,2010,6,80.900
Bihar,2010,7,191.200
Bihar,2010,8,158.400
Bihar,2010,9,105.700
Bihar,2010,10,33.600
Bihar,2010,11,5.000
Bihar,2010,12,2.100
Bihar,2011,1,4.200
Bihar,2011,2,7.700
Bihar,2011,3,9.200
Bihar,2011,4,23.900
Bihar,2011,5,74.500
Bihar,2011,6,211.000
Bihar,2011,7,241.100
Bihar,2011,8,278.700
Bihar,2011,9,234.100
Bihar,2011,10,10.000
Bihar,2011,11,2.000
Bihar,2011,12,0.900
Bihar,2012,1,18.100
Bihar,2012,2,2.700
Bihar,2012,3,7.300
Bihar,2012,4,20.400
Bihar,2012,5,18.800
Bihar,2012,6,96.200
Bihar,2012,7,354.000
Bihar,2012,8,240.400
Bihar,2012,9,233.800
Bihar,2012,10,34.300
Bihar,2012,11,6.400
Bihar,2012,12,0.000
Bihar,2013,1,5.100
Bihar,2013,2,22.600
Bihar,2013,3,0.600
Bihar,2013,4,32.300
Bihar,2013,5,89.500
Bihar,2013,6,183.300
Bihar,2013,7,182.000
Bihar,2013,8,213.600
Bihar,2013,9,143.300
Bihar,2013,10,197.100
Bihar,2013,11,0.400
Bihar,2013,12,0.000
Bihar,2014,1,17.000
Bihar,2014,2,33.500
Bihar,2014,3,8.400
Bihar,2014,4,0.700
Bihar,2014,5,103.900
Bihar,2014,6,115.200
Bihar,2014,7,265.400
Bihar,2014,8,307.600
Bihar,2014,9,160.300
Bihar,2014,10,47.800
Bihar,2014,11,0.000
Bihar,2014,12,1.200
Bihar,2015,1,12.800
Bihar,2015,2,1.800
Bihar,2015,3,27.200
Bihar,2015,4,38.700
Bihar,2015,5,39.500
Bihar,2015,6,122.100
Bihar,2015,7,231.500
Bihar,2015,8,287.000
Bihar,2015,9,101.700
Bihar,2015,10,10.400
Bihar,2015,11,0.000
Bihar,2015,12,0.000
Bihar,2016,1,9.300
Bihar,2016,2,0.600
Bihar,2016,3,5.600
Bihar,2016,4,3.900
Bihar,2016,5,84.000
Bihar,2016,6,128.700
Bihar,2016,7,356.400
Bihar,2016,8,150.800
Bihar,2016,9,357.900
Bihar,2016,10,60.800
Bihar,2016,11,0.000
Bihar,2016,12,0.000
Bihar,2017,1,0.700
Bihar,2017,2,0.000
Bihar,2017,3,22.800
Bihar,2017,4,21.800
Bihar,2017,5,79.700
Bihar,2017,6,84.600
Bihar,2017,7,379.900
Bihar,2017,8,342.800
Bihar,2017,9,129.600
Bihar,2017,10,50.100
Bihar,2017,11,0.000
Bihar,2017,12,0.000
East Uttar Pradesh,1901,1,62.600
East Uttar Pradesh,1901,2,31.300
East Uttar Pradesh,1901,3,8.200
East Uttar Pradesh,1901,4,1.100
East Uttar Pradesh,1901,5,13.600
East Uttar Pradesh,1901,6,21.800
East Uttar Pradesh,1901,7,226.500
East Uttar Pradesh,1901,8,285.600
East Uttar Pradesh,1901,9,215.400
East Uttar Pradesh,1901,10,4.900
East Uttar Pradesh,1901,11,0.100
East Uttar Pradesh,1901,12,2.100
East Uttar Pradesh,1902,1,6.100
East Uttar Pradesh,1902,2,2.300
East Uttar Pradesh,1902,3,2.400
East Uttar Pradesh,1902,4,2.000
East Uttar Pradesh,1902,5,21.400
East Uttar Pradesh,1902,6,32.500
East Uttar Pradesh,1902,7,411.500
East Uttar Pradesh,1902,8,155.400
East Uttar Pradesh,1902,9,257.200
East Uttar Pradesh,1902,10,13.200
East Uttar Pradesh,1902,11,1.200
East Uttar Pradesh,1902,12,0.000
East Uttar Pradesh,1903,1,8.200
East Uttar Pradesh,1903,2,0.400
East Uttar Pradesh,1903,3,1.300
East Uttar Pradesh,1903,4,0.700
East Uttar Pradesh,1903,5,15.300
East Uttar Pradesh,1903,6,71.600
East Uttar Pradesh,1903,7,115.300
East Uttar Pradesh,1903,8,420.200
East Uttar Pradesh,1903,9,258.700
East Uttar Pradesh,1903,10,324.700
East Uttar Pradesh,1903,11,0.000
East Uttar Pradesh,1903,12,0.000
East Uttar Pradesh,1904,1,7.300
East Uttar Pradesh,1904,2,1.500
East Uttar Pradesh,1904,3,8.300
East Uttar Pradesh,1904,4,0.400
East Uttar Pradesh,1904,5,28.700
East Uttar Pradesh,1904,6,148.000
East Uttar Pradesh,1904,7,359.400
East Uttar Pradesh,1904,8,328.800
East Uttar Pradesh,1904,9,95.000
East Uttar Pradesh,1904,10,50.600
East Uttar Pradesh,1904,11,17.000
East Uttar Pradesh,1904,12,26.300
East Uttar Pradesh,1905,1,16.800
East Uttar Pradesh,1905,2,23.600
East Uttar Pradesh,1905,3,20.000
East Uttar Pradesh,1905,4,5.400
East Uttar Pradesh,1905,5,15.400
East Uttar Pradesh,1905,6,17.300
East Uttar Pradesh,1905,7,302.400
East Uttar Pradesh,1905,8,316.200
East Uttar Pradesh,1905,9,169.500
East Uttar Pradesh,1905,10,3.300
East Uttar Pradesh,1905,11,0.000
East Uttar Pradesh,1905,12,1.600
East Uttar Pradesh,1906,1,5.700
East Uttar Pradesh,1906,2,58.200
East Uttar Pradesh,1906,3,6.700
East Uttar Pradesh,1906,4,0.000
East Uttar Pradesh,1906,5,13.500
East Uttar Pradesh,1906,6,140.600
East Uttar Pradesh,1906,7,341.200
East Uttar Pradesh,1906,8,290.900
East Uttar Pradesh,1906,9,135.500
East Uttar Pradesh,1906,10,5.100
East Uttar Pradesh,1906,11,0.000
East Uttar Pradesh,1906,12,0.100
East Uttar Pradesh,1907,1,2.100
East Uttar Pradesh,1907,2,74.900
East Uttar Pradesh,1907,3,19.200
East Uttar Pradesh,1907,4,20.300
East Uttar Pradesh,1907,5,11.100
East Uttar Pradesh,1907,6,48.600
East Uttar Pradesh,1907,7,173.500
East Uttar Pradesh,1907,8,290.900
East Uttar Pradesh,1907,9,25.700
East Uttar Pradesh,1907,10,0.000
East Uttar Pradesh,1907,11,0.000
East Uttar Pradesh,1907,12,0.100
East Uttar Pradesh,1908,1,19.200
East Uttar Pradesh,1908,2,15.700
East Uttar Pradesh,1908,3,7.700
East Uttar Pradesh,1908,4,0.800
East Uttar Pradesh,1908,5,5.200
East Uttar Pradesh,1908,6,63.300
East Uttar Pradesh,1908,7,230.500
East Uttar Pradesh,1908,8,304.000
East Uttar Pradesh,1908,9,86.100
East Uttar Pradesh,1908,10,11.900
East Uttar Pradesh,1908,11,0.000
East Uttar Pradesh,1908,12,0.300
East Uttar Pradesh,1909,1,8.400
East Uttar Pradesh,1909,2,5.400
East Uttar Pradesh,1909,3,0.000
East Uttar Pradesh,1909,4,66.600
East Uttar Pradesh,1909,5,6.600
East Uttar Pradesh,1909,6,248.900
East Uttar Pradesh,1909,7,399.000
East Uttar Pradesh,1909,8,206.900
East Uttar Pradesh,1909,9,135.300
East Uttar Pradesh,1909,10,9.000
East Uttar Pradesh,1909,11,0.000
East Uttar Pradesh,1909,12,20.500
East Uttar Pradesh,1910,1,4.400
East Uttar Pradesh,1910,2,0.200
East Uttar Pradesh,1910,3,0.500
East Uttar Pradesh,1910,4,1.600
East Uttar Pradesh,1910,5,28.600
East Uttar Pradesh,1910,6,163.800
East Uttar Pradesh,1910,7,231.100
East Uttar Pradesh,1910,8,341.400
East Uttar Pradesh,1910,9,213.500
East Uttar Pradesh,1910,10,103.000
East Uttar Pradesh,1910,11,28.000
East Uttar Pradesh,1910,12,0.200
East Uttar Pradesh,1911,1,40.100
East Uttar Pradesh,1911,2,0.100
East Uttar Pradesh,1911,3,29.100
East Uttar Pradesh,1911,4,2.200
East Uttar Pradesh,1911,5,4.000
East Uttar Pradesh,1911,6,121.800
East Uttar Pradesh,1911,7,85.900
East Uttar Pradesh,1911,8,320.700
East Uttar Pradesh,1911,9,373.400
East Uttar Pradesh,1911,10,99.400
East Uttar Pradesh,1911,11,37.100
East Uttar Pradesh,1911,12,0.100
East Uttar Pradesh,1912,1,16.000
East Uttar Pradesh,1912,2,7.300
East Uttar Pradesh,1912,3,6.500
East Uttar Pradesh,1912,4,5.700
East Uttar Pradesh,1912,5,18.800
East Uttar Pradesh,1912,6,60.600
East Uttar Pradesh,1912,7,336.500
East Uttar Pradesh,1912,8,279.100
East Uttar Pradesh,1912,9,117.600
East Uttar Pradesh,1912,10,0.700
East Uttar Pradesh,1912,11,30.200
East Uttar Pradesh,1912,12,0.500
East Uttar Pradesh,1913,1,0.600
East Uttar Pradesh,1913,2,37.100
East Uttar Pradesh,1913,3,32.000
East Uttar Pradesh,1913,4,0.500
East Uttar Pradesh,1913,5,68.700
East Uttar Pradesh,1913,6,175.000
East Uttar Pradesh,1913,7,222.000
East Uttar Pradesh,1913,8,200.000
East Uttar Pradesh,1913,9,95.700
East Uttar Pradesh,1913,10,15.500
East Uttar Pradesh,1913,11,0.000
East Uttar Pradesh,1913,12,14.500
East Uttar Pradesh,1914,1,1.300
East Uttar Pradesh,1914,2,16.100
East Uttar Pradesh,1914,3,21.800
East Uttar Pradesh,1914,4,8.300
East Uttar Pradesh,1914,5,55.300
East Uttar Pradesh,1914,6,37.200
East Uttar Pradesh,1914,7,407.700
East Uttar Pradesh,1914,8,346.100
East Uttar Pradesh,1914,9,92.100
East Uttar Pradesh,1914,10,2.600
East Uttar Pradesh,1914,11,0.100
East Uttar Pradesh,1914,12,0.200
East Uttar Pradesh,1915,1,12.500
East Uttar Pradesh,1915,2,45.500
East Uttar Pradesh,1915,3,25.600
East Uttar Pradesh,1915,4,5.800
East Uttar Pradesh,1915,5,20.100
East Uttar Pradesh,1915,6,107.900
East Uttar Pradesh,1915,7,285.400
East Uttar Pradesh,1915,8,417.200
East Uttar Pradesh,1915,9,387.400
East Uttar Pradesh,1915,10,98.600
East Uttar Pradesh,1915,11,1.900
East Uttar Pradesh,1915,12,1.900
East Uttar Pradesh,1916,1,0.000
East Uttar Pradesh,1916,2,20.100
East Uttar Pradesh,1916,3,0.000
East Uttar Pradesh,1916,4,6.900
East Uttar Pradesh,1916,5,7.300
East Uttar Pradesh,1916,6,243.500
East Uttar Pradesh,1916,7,314.800
East Uttar Pradesh,1916,8,351.200
East Uttar Pradesh,1916,9,197.400
East Uttar Pradesh,1916,10,55.500
East Uttar Pradesh,1916,11,5.100
East Uttar Pradesh,1916,12,0.000
East Uttar Pradesh,1917,1,7.900
East Uttar Pradesh,1917,2,32.200
East Uttar Pradesh,1917,3,8.400
East Uttar Pradesh,1917,4,3.900
East Uttar Pradesh,1917,5,43.800
East Uttar Pradesh,1917,6,171.400
East Uttar Pradesh,1917,7,356.700
East Uttar Pradesh,1917,8,230.000
East Uttar Pradesh,1917,9,302.200
East Uttar Pradesh,1917,10,55.400
East Uttar Pradesh,1917,11,0.000
East Uttar Pradesh,1917,12,4.600
East Uttar Pradesh,1918,1,0.600
East Uttar Pradesh,1918,2,0.100
East Uttar Pradesh,1918,3,5.300
East Uttar Pradesh,1918,4,4.300
East Uttar Pradesh,1918,5,20.300
East Uttar Pradesh,1918,6,142.000
East Uttar Pradesh,1918,7,110.400
East Uttar Pradesh,1918,8,261.600
East Uttar Pradesh,1918,9,104.000
East Uttar Pradesh,1918,10,0.100
East Uttar Pradesh,1918,11,1.100
East Uttar Pradesh,1918,12,0.900
East Uttar Pradesh,1919,1,46.200
East Uttar Pradesh,1919,2,9.600
East Uttar Pradesh,1919,3,2.900
East Uttar Pradesh,1919,4,6.500
East Uttar Pradesh,1919,5,12.200
East Uttar Pradesh,1919,6,68.800
East Uttar Pradesh,1919,7,347.400
East Uttar Pradesh,1919,8,237.400
East Uttar Pradesh,1919,9,228.900
East Uttar Pradesh,1919,10,59.100
East Uttar Pradesh,1919,11,0.100
East Uttar Pradesh,1919,12,4.400
East Uttar Pradesh,1920,1,0.000
East Uttar Pradesh,1920,2,12.500
East Uttar Pradesh,1920,3,13.600
East Uttar Pradesh,1920,4,0.800
East Uttar Pradesh,1920,5,16.000
East Uttar Pradesh,1920,6,86.200
East Uttar Pradesh,1920,7,468.400
East Uttar Pradesh,1920,8,161.400
East Uttar Pradesh,1920,9,98.200
East Uttar Pradesh,1920,10,3.100
East Uttar Pradesh,1920,11,0.000
East Uttar Pradesh,1920,12,0.000
East Uttar Pradesh,1921,1,41.200
East Uttar Pradesh,1921,2,0.700
East Uttar Pradesh,1921,3,2.500
East Uttar Pradesh,1921,4,8.500
East Uttar Pradesh,1921,5,0.500
East Uttar Pradesh,1921,6,166.800
East Uttar Pradesh,1921,7,203.600
East Uttar Pradesh,1921,8,460.700
East Uttar Pradesh,1921,9,218.200
East Uttar Pradesh,1921,10,11.100
East Uttar Pradesh,1921,11,0.000
East Uttar Pradesh,1921,12,1.000
East Uttar Pradesh,1922,1,27.600
East Uttar Pradesh,1922,2,5.700
East Uttar Pradesh,1922,3,0.000
East Uttar Pradesh,1922,4,4.400
East Uttar Pradesh,1922,5,2.900
East Uttar Pradesh,1922,6,130.200
East Uttar Pradesh,1922,7,436.800
East Uttar Pradesh,1922,8,438.100
East Uttar Pradesh,1922,9,299.100
East Uttar Pradesh,1922,10,3.100
East Uttar Pradesh,1922,11,0.600
East Uttar Pradesh,1922,12,15.500
East Uttar Pradesh,1923,1,1.200
East Uttar Pradesh,1923,2,38.100
East Uttar Pradesh,1923,3,0.100
East Uttar Pradesh,1923,4,0.100
East Uttar Pradesh,1923,5,5.400
East Uttar Pradesh,1923,6,41.900
East Uttar Pradesh,1923,7,276.600
East Uttar Pradesh,1923,8,340.500
East Uttar Pradesh,1923,9,261.700
East Uttar Pradesh,1923,10,93.200
East Uttar Pradesh,1923,11,1.000
East Uttar Pradesh,1923,12,16.200
East Uttar Pradesh,1924,1,11.500
East Uttar Pradesh,1924,2,7.300
East Uttar Pradesh,1924,3,1.000
East Uttar Pradesh,1924,4,0.200
East Uttar Pradesh,1924,5,2.200
East Uttar Pradesh,1924,6,42.100
East Uttar Pradesh,1924,7,500.900
East Uttar Pradesh,1924,8,239.900
East Uttar Pradesh,1924,9,266.300
East Uttar Pradesh,1924,10,29.200
East Uttar Pradesh,1924,11,11.100
East Uttar Pradesh,1924,12,8.300
East Uttar Pradesh,1925,1,5.200
East Uttar Pradesh,1925,2,0.000
East Uttar Pradesh,1925,3,0.400
East Uttar Pradesh,1925,4,16.700
East Uttar Pradesh,1925,5,20.900
East Uttar Pradesh,1925,6,140.800
East Uttar Pradesh,1925,7,443.900
East Uttar Pradesh,1925,8,236.300
East Uttar Pradesh,1925,9,233.100
East Uttar Pradesh,1925,10,6.000
East Uttar Pradesh,1925,11,10.900
East Uttar Pradesh,1925,12,0.000
East Uttar Pradesh,1926,1,11.300
East Uttar Pradesh,1926,2,2.500
East Uttar Pradesh,1926,3,44.600
East Uttar Pradesh,1926,4,14.000
East Uttar Pradesh,1926,5,19.000
East Uttar Pradesh,1926,6,18.700
East Uttar Pradesh,1926,7,365.500
East Uttar Pradesh,1926,8,259.800
East Uttar Pradesh,1926,9,225.200
East Uttar Pradesh,1926,10,26.800
East Uttar Pradesh,1926,11,0.500
East Uttar Pradesh,1926,12,1.500
East Uttar Pradesh,1927,1,6.400
East Uttar Pradesh,1927,2,21.300
East Uttar Pradesh,1927,3,15.500
East Uttar Pradesh,1927,4,1.600
East Uttar Pradesh,1927,5,29.700
East Uttar Pradesh,1927,6,67.800
East Uttar Pradesh,1927,7,280.500
East Uttar Pradesh,1927,8,306.300
East Uttar Pradesh,1927,9,151.800
East Uttar Pradesh,1927,10,73.400
East Uttar Pradesh,1927,11,72.900
East Uttar Pradesh,1927,12,3.900
East Uttar Pradesh,1928,1,24.900
East Uttar Pradesh,1928,2,84.300
East Uttar Pradesh,1928,3,0.700
East Uttar Pradesh,1928,4,12.700
East Uttar Pradesh,1928,5,11.700
East Uttar Pradesh,1928,6,118.400
East Uttar Pradesh,1928,7,290.800
East Uttar Pradesh,1928,8,112.100
East Uttar Pradesh,1928,9,65.200
East Uttar Pradesh,1928,10,68.600
East Uttar Pradesh,1928,11,0.300
East Uttar Pradesh,1928,12,15.100
East Uttar Pradesh,1929,1,42.400
East Uttar Pradesh,1929,2,1.400
East Uttar Pradesh,1929,3,13.000
East Uttar Pradesh,1929,4,1.700
East Uttar Pradesh,1929,5,6.600
East Uttar Pradesh,1929,6,163.700
East Uttar Pradesh,1929,7,286.700
East Uttar Pradesh,1929,8,354.600
East Uttar Pradesh,1929,9,48.500
East Uttar Pradesh,1929,10,53.300
East Uttar Pradesh,1929,11,0.000
East Uttar Pradesh,1929,12,43.000
East Uttar Pradesh,1930,1,11.300
East Uttar Pradesh,1930,2,16.800
East Uttar Pradesh,1930,3,5.200
East Uttar Pradesh,1930,4,3.500
East Uttar Pradesh,1930,5,6.100
East Uttar Pradesh,1930,6,54.200
East Uttar Pradesh,1930,7,367.000
East Uttar Pradesh,1930,8,265.000
East Uttar Pradesh,1930,9,284.800
East Uttar Pradesh,1930,10,38.600
East Uttar Pradesh,1930,11,3.500
